txn_id,initiator_key,sender_fullname,acct_a,val_c,acct_b,receiver_name,so_tien,loai_tien_te,loai_giao_dich,kenh_giao_dich,trang_thai,notify_ref,ip_addr,device_fingerprint,geo_label,receiver_phone,phi_giao_dich,created_at,batch_id
TXN-784830,051292103868,Phạm Thùy Dũng,84058739773,0397364696,213039975295060,Lý Thành Sơn,50000,VND,Nạp tiền,ATM,Chờ xác nhận,pham.thuy.dung701@outlook.com,50.127.147.133,2ead87d2fb557c3f63c64bca9c874fdd,TP. Hồ Chí Minh,0774919033,10000,2024-11-06,BATCH-8881
TXN-955218,068199709901,Đặng Xuân Nga,233032299,0908064706,594288672,Lê Văn Châu,50000000,VND,Rút tiền,POS,Chờ xác nhận,dang.xuan.nga500@yahoo.com,233.79.197.119,c91adfceef4e7dcf1dabdb443b2a9c1d,Bình Dương,0347477336,10000,2024-10-27,BATCH-9847
TXN-181378,012172305318,Huỳnh Đức Châu,58227381443068,0824486778,949670867221290,Hồ Trung Hà,50000,VND,Thanh toán thẻ,ATM,Thất bại,huynh.duc.chau316@protonmail.com,5.233.210.198,d4acfd3e89eabd0a75a701487f37e9cf,Cần Thơ,0987448183,0,2024-05-24,BATCH-8460
TXN-911876,045001555642,Hồ Hữu Hà,73389777679,0948438281,421187379,Dương Thùy An,50000,VND,Nạp tiền,Internet Banking,Thành công,ho.huu.ha556@yahoo.com,163.103.227.146,bb1a17cdc5a195f52d5aadf4acdd22a0,Thái Nguyên,0777948943,0,2022-01-31,BATCH-2035
TXN-453293,004291040675,Đặng Xuân Giang,71764547913,0827296789,597612748,Phan Ngọc Phúc,10000000,VND,Nạp tiền,ATM,Đang xử lý,dang.xuan.giang761@hotmail.com,240.208.34.12,ce9ca0d27c6679bbeee5cab9fccd7ced,Kiên Giang,0931000012,0,2023-04-20,BATCH-6823
TXN-474201,077261482964,Bùi Văn Lan,903679128,0892197707,0094172718974,Lý Hữu Thảo,50000,VND,Thanh toán hóa đơn,POS,Chờ xác nhận,bui.van.lan61@outlook.com,168.19.119.121,da2a98feacea5dff4c6b4155acde3fc5,Nghệ An,0776463190,10000,2022-01-02,BATCH-9115
TXN-322265,070380228511,Ngô Trung Sơn,04071166320516,0962191379,6974630162,Hoàng Quốc Quân,100000000,VND,Rút tiền,ATM,Thất bại,ngo.trung.son775@protonmail.com,79.143.105.101,dfbeec8bbb3e03be1efd4bca5b628a1e,An Giang,0792411092,0,2022-08-12,BATCH-1900
TXN-508606,058299072210,Nguyễn Ngọc Lan,375495105562184,0347258235,366874425679968,Bùi Xuân Linh,200000,VND,Chuyển khoản,ATM,Thất bại,nguyen.ngoc.lan782@protonmail.com,210.222.26.138,fede5cffafb8a5397b81f29afe7e29ac,Hưng Yên,0378725015,2000,2023-05-30,BATCH-4862
TXN-626410,095275927258,Ngô Minh Mai,3632547741040517,0925585139,33851414283,Lý Thị Lan,100000,VND,Nạp tiền,POS,Thành công,ngo.minh.mai823@protonmail.com,55.82.43.99,e1cb79c471dd2fdfe6bca1cb146919c4,Quảng Ninh,0829851656,1000,2022-09-27,BATCH-9566
TXN-795387,025298682497,Lý Thị Quân,3250073216752006,0387369071,110971443825,Lê Đức Quân,10000000,VND,Nạp tiền,Internet Banking,Thất bại,ly.thi.quan996@protonmail.com,183.185.208.245,c2bfdbd2ae9d5db33af553f1085ef0fb,Cần Thơ,0785250509,0,2022-10-10,BATCH-5193
TXN-987799,092277494793,Đặng Phương Nga,7600301229289,0939960420,21498122931749,Hồ Hữu Yến,50000,VND,Nạp tiền,ATM,Đang xử lý,dang.phuong.nga852@protonmail.com,135.43.114.187,f98fd6d9d1cdf72ffae99ffc0afe97d7,Cần Thơ,0361461808,2000,2024-08-21,BATCH-5557
TXN-822400,014163554536,Phạm Thanh Nga,411336801138,0964828876,6065509612872,Lê Quốc Hùng,100000000,VND,Thanh toán thẻ,ATM,Đang xử lý,pham.thanh.nga748@outlook.com,253.12.21.116,e2afbffbeb48d0e74e12d4a126546f48,Kiên Giang,0916126961,0,2024-09-15,BATCH-7117
TXN-673866,040191992172,Lý Thùy Việt,6307424839,0334151685,013429350457,Hoàng Phương Long,100000,VND,Nạp tiền,Internet Banking,Thành công,ly.thuy.viet750@outlook.com,211.203.7.238,0e5aa7da8d5a6dafa0da30d8c4c754a6,Đà Nẵng,0963152721,0,2024-05-05,BATCH-2013
TXN-457677,015067998320,Bùi Thị Uyên,767017222,0779434474,9038820344441,Ngô Anh Dũng,100000,VND,Chuyển khoản,Mobile Banking,Thành công,bui.thi.uyen805@yahoo.com,126.246.103.211,b97fcf70fafee04dca21daa6dd973dc7,Nghệ An,0385561350,2000,2022-03-05,BATCH-9647
TXN-589269,026199172009,Lý Bảo Toàn,2481379092292471,0947222242,682937271158,Phạm Bảo Châu,5000000,VND,Thanh toán hóa đơn,Internet Banking,Chờ xác nhận,ly.bao.toan190@outlook.com,123.35.33.18,d62bcbacb4ebab0a4b9db865ffefe64b,Thừa Thiên Huế,0823876635,2000,2024-12-14,BATCH-8475
TXN-331610,077297777954,Nguyễn Đức Bình,979284504,0355359733,68029400648,Hồ Trung Giang,200000,VND,Chuyển khoản,ATM,Chờ xác nhận,nguyen.duc.binh917@protonmail.com,52.166.70.174,f3a7a9a1e3e6de12d19d8cdc08be6680,Bình Dương,0945213532,10000,2024-04-21,BATCH-4650
TXN-586956,051081749381,Nguyễn Xuân Dũng,781705344398,0359105644,2009552541,Ngô Anh Hùng,200000,VND,Nạp tiền,POS,Đang xử lý,nguyen.xuan.dung45@gmail.com,126.2.189.132,70a4d7bfd4f56a6ccc9576dcad1dd9bc,Hà Nội,0906114459,1000,2022-07-19,BATCH-3556
TXN-172685,019272530311,Ngô Thùy Tuấn,88845900216571,0941254862,9413983713946747,Nguyễn Văn Nga,500000,VND,Chuyển khoản,Mobile Banking,Chờ xác nhận,ngo.thuy.tuan539@yahoo.com,248.71.103.178,cddd8339d9f98a7de7ea3c9f121fec0b,Cần Thơ,0371792082,2000,2022-10-14,BATCH-7336
TXN-877496,095375360551,Trần Thanh Lan,40333189747,0893893392,696370120355092,Đặng Thị Tâm,500000,VND,Nạp tiền,ATM,Thành công,tran.thanh.lan792@gmail.com,44.31.141.148,5d6ee7da6eaf0dfee0c61aec312dbbb9,Kiên Giang,0705227593,2000,2022-08-24,BATCH-9475
TXN-688610,014170278269,Đặng Quốc Uyên,38149216959,0368295880,34816320697263,Huỳnh Ngọc Thảo,50000,VND,Mua sắm online,ATM,Thành công,dang.quoc.uyen370@gmail.com,44.52.251.216,f6c0b1d89de93a0aaec55eedab1abbc8,Cần Thơ,0392284928,10000,2024-09-08,BATCH-1039
TXN-410108,038363596779,Ngô Thị Tâm,387657558171,0566429069,3765233835278,Nguyễn Minh Phúc,50000000,VND,Rút tiền,Internet Banking,Đang xử lý,ngo.thi.tam62@hotmail.com,77.224.43.81,16edced4a0c7b674f28ac6caede85ea1,Cần Thơ,0332754012,5000,2024-08-10,BATCH-3513
TXN-189150,080081624545,Phan Hữu An,12522180458,0863677842,72086306106237,Bùi Thùy Toàn,50000000,VND,Mua sắm online,Internet Banking,Đang xử lý,phan.huu.an572@outlook.com,217.179.21.31,aa2aff70b967667aa515e465b4fa86da,Ninh Bình,0323381989,5000,2023-02-21,BATCH-5344
TXN-704930,060301519397,Nguyễn Ngọc Linh,77632728523436,0972861833,233330331,Lý Đức Nga,10000000,VND,Nạp tiền,Quầy giao dịch,Đang xử lý,nguyen.ngoc.linh414@hotmail.com,117.224.244.111,9dbe70e2bfbf2badcfbbd4e96bbe4bfe,Đà Nẵng,0329990693,0,2023-01-20,BATCH-9438
TXN-367000,012073050914,Vũ Thành Yến,860022355,0903961283,13248583519381,Đặng Ngọc Uyên,500000,VND,Thanh toán thẻ,ATM,Chờ xác nhận,vu.thanh.yen445@protonmail.com,66.128.74.169,bf57daa86bcba7c4fa741ff6821fe5bf,Cần Thơ,0933340476,1000,2022-06-16,BATCH-8424
TXN-281108,033064077879,Hồ Thanh Nga,14417034864,0881101591,275788571741,Phan Hữu Quân,10000000,VND,Chuyển khoản,Internet Banking,Thành công,ho.thanh.nga131@hotmail.com,159.64.242.76,998b12e68dceacfe5e4bcee9acd0cefb,Bình Dương,0561045772,2000,2023-06-22,BATCH-2356
TXN-684124,033286951021,Phạm Xuân Uyên,7915807992,0827144400,4082390006,Huỳnh Thùy Xuân,2000000,VND,Thanh toán hóa đơn,ATM,Đang xử lý,pham.xuan.uyen562@hotmail.com,11.198.77.72,e7d5e2cf7e9c0d2848aed9ce50c365aa,Thái Nguyên,0796307623,10000,2024-09-10,BATCH-8464
TXN-144100,012386358679,Đặng Bảo Sơn,42595755954,0855695129,907852156986713,Đặng Trung Bình,50000,VND,Thanh toán hóa đơn,ATM,Đang xử lý,dang.bao.son158@yahoo.com,225.205.116.94,d5d6b0852f156ba0145136eaa4565a7a,Đồng Nai,0881866869,5000,2023-04-06,BATCH-5075
TXN-189079,060372425050,Dương Đức Xuân,770261080,0969726220,026242206,Phạm Quốc Giang,1000000,VND,Chuyển khoản,Internet Banking,Đang xử lý,duong.duc.xuan960@protonmail.com,237.180.131.218,d57716dfa13cdfcd77ec22ce9b401b22,Thừa Thiên Huế,0889402384,1000,2022-09-24,BATCH-4421
TXN-117420,093180513631,Huỳnh Thùy Giang,11847742892,0921456558,96446281871,Ngô Trung Mai,20000000,VND,Rút tiền,Internet Banking,Đang xử lý,huynh.thuy.giang64@gmail.com,151.214.171.220,043cd8cfd21ae75118ad6ca9caca62bc,Cần Thơ,0914842503,1000,2024-07-18,BATCH-2382
TXN-435101,084387438103,Trần Minh Hùng,37484503308,0703052570,3857609751787,Phạm Phương Bình,50000,VND,Mua sắm online,Mobile Banking,Đang xử lý,tran.minh.hung237@yahoo.com,245.104.152.117,c9bdaed8266cce7fdbb510afbdac7eee,Hà Nội,0856500963,2000,2024-06-25,BATCH-3051
TXN-187594,006395554959,Lê Văn Yến,8577816179289318,0358002690,3712591129669028,Nguyễn Trung Quân,2000000,VND,Rút tiền,ATM,Thất bại,le.van.yen890@yahoo.com,70.36.120.186,b552dbcacedaefdeda42fafb1dacd0d3,Thừa Thiên Huế,0358945308,2000,2023-11-10,BATCH-5889
TXN-880909,096065206392,Dương Phương Hà,0720085907999,0941453698,035391476913,Phạm Thành Xuân,200000,VND,Mua sắm online,Internet Banking,Thành công,duong.phuong.ha757@protonmail.com,213.86.28.110,efda6d7eb82ccf6ba4efaeddcf34cd2d,Đà Nẵng,0595475931,1000,2022-04-20,BATCH-3973
TXN-141084,075369084575,Lý Ngọc Hùng,49113928563,0823391906,241728042030546,Đặng Hữu Long,500000,VND,Thanh toán thẻ,Mobile Banking,Thất bại,ly.ngoc.hung751@yahoo.com,142.249.22.152,d88becb351546629b6c55a8ddf67f86b,Bình Dương,0597803126,5000,2023-03-18,BATCH-6267
TXN-751472,072366003924,Nguyễn Xuân Lan,3464238327,0586694482,10278120082,Dương Thị Tâm,50000,VND,Thanh toán thẻ,Mobile Banking,Thất bại,nguyen.xuan.lan387@protonmail.com,120.38.254.85,3ae91bbbeaa73bbfdbbe8dad451e8a38,Thừa Thiên Huế,0827049876,2000,2022-01-15,BATCH-7048
TXN-439839,067363890663,Ngô Quốc Nam,960882717420096,0594890695,0520650114,Nguyễn Đức Nam,200000,VND,Chuyển khoản,Mobile Banking,Thất bại,ngo.quoc.nam984@protonmail.com,18.167.74.214,d2f191a1b57fea21fcd5b64fd60f26db,Đồng Nai,0822660666,10000,2024-12-05,BATCH-6902
TXN-784575,030295024366,Hồ Minh Dũng,195301944,0797060233,3420592933,Lê Ngọc Uyên,5000000,VND,Thanh toán thẻ,Mobile Banking,Chờ xác nhận,ho.minh.dung236@gmail.com,98.109.74.49,8b9cf9bb7e4ca6ccdb19395cf66dceaf,Thanh Hóa,0893761578,2000,2024-02-27,BATCH-6333
TXN-351732,049391455351,Vũ Đức Việt,1463353336713,0347756156,244578795,Dương Thị Hùng,100000000,VND,Thanh toán hóa đơn,POS,Thành công,vu.duc.viet171@yahoo.com,175.32.45.235,31dfbce80ebbddfb81861902a1bfadcb,Hà Nội,0798685181,10000,2024-11-12,BATCH-2879
TXN-858035,002076992864,Đặng Anh Yến,6334071201468986,0709625783,848075996867,Ngô Hữu An,100000000,VND,Nạp tiền,Mobile Banking,Chờ xác nhận,dang.anh.yen976@gmail.com,173.69.137.81,bea7ecb07688af8d21f9b2c299a438d9,Hà Nội,0985430695,1000,2023-09-02,BATCH-5617
TXN-805844,086288377380,Dương Quốc Linh,98940076802,0774029557,8065026056042724,Dương Đức Giang,200000,VND,Chuyển khoản,Mobile Banking,Chờ xác nhận,duong.quoc.linh310@gmail.com,122.232.152.12,2b1ed5a2cdcdab9ecd0f6dbf7defa0a8,Thừa Thiên Huế,0798240464,1000,2024-06-12,BATCH-6073
TXN-271033,072199787400,Hoàng Trung Mai,426030624990,0854462335,087494542305723,Lê Hữu Thảo,5000000,VND,Thanh toán thẻ,POS,Thất bại,hoang.trung.mai184@protonmail.com,59.231.193.86,856e64f8b71cb4f3bf7ce5c2dc9a0ed6,Đồng Nai,0825180658,10000,2023-01-26,BATCH-7021
TXN-129843,022180594040,Bùi Thanh Châu,579457893,0905890468,58184865729,Trần Ngọc Tuấn,10000000,VND,Nạp tiền,POS,Thành công,bui.thanh.chau608@gmail.com,172.13.18.130,e56d2e6d233a575efaac2c4fcbfb9d38,Nghệ An,0922616750,10000,2023-12-27,BATCH-9055
TXN-161603,058275012099,Trần Trung Quân,52682777899,0815663602,5347319153213,Đỗ Anh Tâm,2000000,VND,Rút tiền,Quầy giao dịch,Đang xử lý,tran.trung.quan448@protonmail.com,202.13.98.248,bdffc192d3ddab1f5fa86fdfcff3f9a4,Hưng Yên,0327228192,2000,2022-08-07,BATCH-8973
TXN-794816,014197535275,Bùi Thanh Quân,64191208825359,0393023824,035298622,Phạm Anh Bình,1000000,VND,Thanh toán thẻ,Quầy giao dịch,Đang xử lý,bui.thanh.quan314@outlook.com,150.23.154.247,bfcefe88f659ef1ebdcc6c80d37cb329,Quảng Ninh,0796338909,10000,2022-11-13,BATCH-9987
TXN-727898,092265566256,Trần Anh Sơn,59115943465,0351125139,932690970101,Phạm Quốc Sơn,100000,VND,Thanh toán hóa đơn,POS,Chờ xác nhận,tran.anh.son70@protonmail.com,130.12.180.59,0e4977cf64fc2133fa72b907182392c5,Ninh Bình,0346066403,1000,2024-09-05,BATCH-1342
TXN-653226,077262876607,Lê Thị Toàn,3056744575,0775758306,8623744243206768,Trần Thùy Dũng,5000000,VND,Thanh toán hóa đơn,Quầy giao dịch,Đang xử lý,le.thi.toan523@protonmail.com,167.190.242.248,d5f646b5ee06c13d7f1cf42c65f5f004,TP. Hồ Chí Minh,0773144512,0,2023-02-15,BATCH-4152
TXN-998118,033071129683,Phạm Thanh Bình,005008926791,0864460388,5162658500,Đặng Thị Tâm,50000000,VND,Rút tiền,Mobile Banking,Thất bại,pham.thanh.binh855@outlook.com,33.203.200.127,32749f6c30ed4d104d3a7d8dba853ac4,Nghệ An,0788329095,10000,2023-12-26,BATCH-5826
TXN-207296,024295804449,Đặng Thị Quân,168666548032159,0977037694,77704652249,Bùi Thanh Hùng,500000,VND,Thanh toán thẻ,Internet Banking,Thất bại,dang.thi.quan115@gmail.com,232.130.31.116,233948b72bc34a0af360be9cd86e0ca8,TP. Hồ Chí Minh,0378191414,1000,2023-02-18,BATCH-8668
TXN-913011,034179174429,Hồ Thanh Sơn,999442746415,0568871362,313110348697,Đặng Bảo Nga,100000000,VND,Thanh toán hóa đơn,ATM,Thành công,ho.thanh.son83@protonmail.com,249.61.218.6,febcc4df57fab7ea286bf466c4d635a2,Cần Thơ,0374110060,0,2024-11-15,BATCH-1553
TXN-827100,095275739124,Lê Thành Việt,224513409,0367937854,57199665889,Trần Bảo An,100000000,VND,Thanh toán thẻ,ATM,Thành công,le.thanh.viet225@hotmail.com,124.44.3.94,ddbcbfe6cbaae5eee2fcfedcb2afbc5b,Hà Nội,0596603678,10000,2023-09-13,BATCH-3213
TXN-989753,033393648311,Bùi Thị Nga,80153594359,0966900125,617724854,Phan Minh Nga,2000000,VND,Thanh toán thẻ,ATM,Thành công,bui.thi.nga699@outlook.com,167.173.214.33,0eba37e85fdeb54234e00f29fab4efda,Đà Nẵng,0322353752,0,2022-09-09,BATCH-1188
TXN-896206,058377067971,Lý Trung Toàn,988582707270600,0345145057,49250784484,Huỳnh Đức Việt,200000,VND,Nạp tiền,ATM,Thất bại,ly.trung.toan320@yahoo.com,174.179.244.192,9fe86ccfebfbfcee68f8aaec7ada6d5c,Ninh Bình,0377591830,10000,2022-06-09,BATCH-6275
TXN-259993,025163438599,Vũ Trung Nam,14309698411,0792351783,7188445571,Đặng Bảo Tâm,500000,VND,Mua sắm online,Mobile Banking,Thành công,vu.trung.nam104@yahoo.com,108.130.146.5,af0a5eb72c6aa46ffc4fd02d9eee9e80,TP. Hồ Chí Minh,0398940855,2000,2022-08-29,BATCH-3071
TXN-658287,046265223475,Nguyễn Thành An,5017155901,0813111978,5441049075212402,Nguyễn Thùy Long,200000,VND,Thanh toán hóa đơn,Mobile Banking,Đang xử lý,nguyen.thanh.an510@yahoo.com,215.147.246.200,e80c3750fdbbaf2cc2265cba7171af1d,Hải Phòng,0589839659,10000,2023-05-23,BATCH-8048
TXN-505676,001170839774,Đỗ Thành Giang,3767205838,0833443376,673414167000,Hồ Xuân Lan,5000000,VND,Chuyển khoản,Internet Banking,Đang xử lý,do.thanh.giang451@yahoo.com,71.162.162.5,8837d8aa0ff52189faf8fa2012f3b7bb,TP. Hồ Chí Minh,0561354590,5000,2022-11-11,BATCH-3975
TXN-919025,056385389246,Huỳnh Trung Lan,17597507901,0702165660,22193328558490,Huỳnh Thành Bình,10000000,VND,Thanh toán hóa đơn,Mobile Banking,Thành công,huynh.trung.lan735@outlook.com,102.40.155.105,64104e17a6a3edceae53235cec50437f,Hà Nội,0382612150,1000,2024-09-03,BATCH-6423
TXN-770196,079389448223,Dương Đức Quân,938241754169,0858345424,7546261405,Hồ Ngọc Uyên,1000000,VND,Thanh toán thẻ,Internet Banking,Thành công,duong.duc.quan771@gmail.com,176.47.184.210,dd3e2e2fabc800ae7e4cef9b8fea0d8d,Hưng Yên,0969528125,1000,2022-06-09,BATCH-7029
TXN-723809,030174989537,Hoàng Thanh Bình,912035364749592,0566040043,923918147892745,Trần Quốc Linh,20000000,VND,Mua sắm online,Internet Banking,Chờ xác nhận,hoang.thanh.binh967@protonmail.com,217.32.169.198,bae9cdf1247ff9edda16a5e1f8fac3cd,Hải Dương,0812633596,10000,2023-09-07,BATCH-2098
TXN-954542,075372063277,Dương Thùy Lan,20156726488977,0846921284,50811958340129,Vũ Thị Giang,200000,VND,Rút tiền,Quầy giao dịch,Thành công,duong.thuy.lan17@yahoo.com,216.37.225.169,c3ddc958cbbcf94c6a3bd745c31073d3,Bắc Ninh,0321167100,5000,2022-08-06,BATCH-2287
TXN-953812,036288003277,Lê Minh Long,010721035,0869886828,324422854,Hồ Anh Yến,50000000,VND,Nạp tiền,POS,Thất bại,le.minh.long629@yahoo.com,42.142.203.234,98a80aa7ec39eb35fba1f63ed734b901,TP. Hồ Chí Minh,0384415333,0,2022-04-25,BATCH-4322
TXN-840316,027371714974,Hồ Thùy Phúc,112867680161627,0345090708,9445669656467520,Nguyễn Đức Phúc,100000000,VND,Rút tiền,Internet Banking,Thành công,ho.thuy.phuc252@gmail.com,253.71.65.155,8fa4e9c9aed2f73fe7b87fbe7cac37aa,Bình Dương,0822965744,10000,2022-02-24,BATCH-4983
TXN-293505,048088388710,Phan Phương Bình,351849648,0765537855,0343755315314,Đỗ Văn Giang,20000000,VND,Rút tiền,POS,Chờ xác nhận,phan.phuong.binh992@outlook.com,203.146.60.147,37524ba124f2bcd2ec83e42828cafe46,Thừa Thiên Huế,0895228127,10000,2024-03-10,BATCH-9018
TXN-568420,036303098022,Trần Phương Dũng,2998239631,0947528809,671699298,Hồ Hữu Toàn,100000,VND,Mua sắm online,Mobile Banking,Chờ xác nhận,tran.phuong.dung361@outlook.com,61.253.250.78,cfb4d0a39d3ac7c104feb0541555992a,Hà Nội,0851299261,10000,2024-02-03,BATCH-8167
TXN-796553,012269258317,Huỳnh Minh Long,056638873737,0895569571,7568936961,Hoàng Xuân Thảo,2000000,VND,Mua sắm online,POS,Thất bại,huynh.minh.long32@yahoo.com,60.62.31.45,0e61a340e2046cef3b98f6a9ab01a8c0,Ninh Bình,0581122524,1000,2022-12-19,BATCH-5032
TXN-850071,077186448409,Huỳnh Thùy Quân,8324905109,0918304852,35849296544287,Trần Hữu Tâm,100000000,VND,Mua sắm online,POS,Chờ xác nhận,huynh.thuy.quan123@protonmail.com,121.99.35.210,3dc019cadeaf5ce475e7541b8c794384,Thừa Thiên Huế,0364982875,1000,2022-10-22,BATCH-1419
TXN-305068,084073967649,Ngô Xuân Nga,8339387368758,0918135027,917102411835,Nguyễn Thành An,5000000,VND,Nạp tiền,ATM,Chờ xác nhận,ngo.xuan.nga791@outlook.com,138.130.11.14,9afbaaebd53fdcab0ef111a0fdfa19dc,Kiên Giang,0785232680,5000,2024-08-08,BATCH-8131
TXN-256534,070082299343,Đỗ Đức Xuân,09467479694994,0934230697,8320953578216501,Nguyễn Thị Nga,1000000,VND,Thanh toán hóa đơn,POS,Đang xử lý,do.duc.xuan953@gmail.com,92.54.11.205,b7fa9bd9a61ccfcd3b7da410dc4aed48,Quảng Ninh,0565234457,0,2023-01-03,BATCH-8885
TXN-282332,074090935341,Dương Xuân An,3146199175759543,0931059145,0771316644012,Bùi Thanh Yến,20000000,VND,Mua sắm online,Quầy giao dịch,Thành công,duong.xuan.an219@hotmail.com,176.156.194.252,cda7bd0f89cd7fa6a5d485fbdef55c7f,An Giang,0702607874,5000,2024-04-13,BATCH-1494
TXN-347876,019372374636,Ngô Anh An,927896821371,0928084826,71309097772076,Phan Thành Sơn,200000,VND,Chuyển khoản,POS,Chờ xác nhận,ngo.anh.an376@hotmail.com,178.71.88.112,26edb05b43e0cbb57e5d19de5cfa63d9,Nghệ An,0585527275,10000,2022-10-29,BATCH-9238
TXN-287378,030376885916,Phạm Quốc Thảo,596976867516079,0883455066,37546397184,Huỳnh Anh Quân,500000,VND,Thanh toán hóa đơn,ATM,Chờ xác nhận,pham.quoc.thao699@protonmail.com,146.18.49.153,5ff5efbed3c2c6c41ddd83efb7dabe1e,An Giang,0339596558,0,2022-12-16,BATCH-2170
TXN-237198,060268154957,Lý Thanh Lan,872332628781092,0837346017,81155014832835,Hoàng Minh Thảo,50000000,VND,Thanh toán hóa đơn,POS,Đang xử lý,ly.thanh.lan32@hotmail.com,238.241.14.237,d2fab1d49dd1ea4ff5ea24eaf9bc10fc,TP. Hồ Chí Minh,0911951427,0,2023-02-27,BATCH-7561
TXN-904027,027281725829,Lý Trung Hùng,402215653,0785508123,12993613233275,Đặng Hữu An,50000,VND,Nạp tiền,POS,Chờ xác nhận,ly.trung.hung484@outlook.com,197.90.11.164,4bd2b69da0feebde5beddbdbebec4e06,Thái Nguyên,0595622893,2000,2024-06-19,BATCH-5671
TXN-540877,022364146627,Đỗ Trung Lan,4789164514,0929377553,3628292140,Đặng Thanh Bình,5000000,VND,Nạp tiền,Internet Banking,Chờ xác nhận,do.trung.lan996@gmail.com,136.24.203.177,ceaceefdaf6ec853992d9bf7ed9cf510,Nghệ An,0849897301,2000,2022-08-18,BATCH-1265
TXN-934100,017162467623,Đỗ Thành Nga,011363970591546,0381579944,193228318843,Lý Thùy Hùng,2000000,VND,Thanh toán hóa đơn,Mobile Banking,Thất bại,do.thanh.nga778@hotmail.com,69.155.166.224,bcadb27cd6b47013fafeac167ce11b05,Đồng Nai,0816247402,2000,2024-09-15,BATCH-6072
TXN-510986,017379540347,Dương Ngọc Long,034525408284,0396243114,7901830050802,Nguyễn Ngọc Long,10000000,VND,Thanh toán hóa đơn,Internet Banking,Chờ xác nhận,duong.ngoc.long382@gmail.com,19.157.204.56,4c817defc4cb0d6fe2a0ed8cc199fcab,Ninh Bình,0356405676,10000,2022-02-05,BATCH-3540
TXN-398294,092379867581,Bùi Thành Xuân,957277413,0776858048,187931312,Hồ Trung Thảo,500000,VND,Mua sắm online,Mobile Banking,Thất bại,bui.thanh.xuan531@hotmail.com,17.188.213.115,4d4b08d8fa9df3ddba800c8ddbbb561f,Bình Dương,0563697940,0,2022-10-26,BATCH-3689
TXN-303942,006192265007,Trần Thùy Phúc,2535968945,0351710114,7974790590,Lê Anh Quân,100000,VND,Mua sắm online,Mobile Banking,Đang xử lý,tran.thuy.phuc568@protonmail.com,97.234.95.101,6da821acff0dac6ac3dc38b19deabe83,Hưng Yên,0813316458,1000,2022-03-25,BATCH-8188
TXN-667514,020074285079,Lý Anh Linh,9950584191418,0356733591,850151675066308,Phạm Quốc Toàn,100000000,VND,Mua sắm online,POS,Chờ xác nhận,ly.anh.linh838@hotmail.com,194.47.248.240,a79d4907abdefaae8e34e6dfd0efcaff,Quảng Ninh,0348561246,2000,2022-01-01,BATCH-3989
TXN-536149,002000791020,Đặng Anh Tuấn,25635061219025,0908403443,387388024410,Lý Đức Việt,10000000,VND,Nạp tiền,Quầy giao dịch,Chờ xác nhận,dang.anh.tuan545@hotmail.com,54.22.203.228,bcf56b8afe0dbaacebda67faeabe44a0,Hải Dương,0323582069,1000,2023-10-24,BATCH-5570
TXN-335117,017061758385,Ngô Quốc Mai,5694516047123150,0562518295,443176717484,Đặng Anh Sơn,20000000,VND,Chuyển khoản,Quầy giao dịch,Đang xử lý,ngo.quoc.mai950@protonmail.com,129.227.26.47,96a335bea9cfec5893af180b789acb31,Hải Phòng,0338800798,5000,2024-10-08,BATCH-5708
TXN-524219,022176828972,Lý Minh Xuân,3590859469622,0584067910,825635378223,Vũ Đức Long,5000000,VND,Thanh toán thẻ,POS,Thành công,ly.minh.xuan443@yahoo.com,237.37.55.159,65bf8d2131a70ffffa4f3beee17561ab,Cần Thơ,0329947839,5000,2022-01-08,BATCH-3011
TXN-516316,001072098866,Phạm Thị Thảo,270020859943387,0979965566,944984554142304,Nguyễn Bảo Bình,50000,VND,Thanh toán thẻ,Quầy giao dịch,Thất bại,pham.thi.thao363@protonmail.com,44.58.200.119,abe450e23afecd9fdeaf0b2ee2b0128e,Thái Nguyên,0346189359,2000,2023-11-14,BATCH-1124
TXN-504554,060083567400,Vũ Trung Long,8252084339043,0327956500,994522798782822,Huỳnh Bảo Yến,100000,VND,Thanh toán hóa đơn,ATM,Thành công,vu.trung.long759@outlook.com,191.104.40.173,0ad07aa41cd2baa5cce008e2bb5d4b1d,Quảng Ninh,0887308168,1000,2022-05-09,BATCH-7313
TXN-246542,010101614662,Đỗ Thùy Việt,2373036609346491,0335747422,10284992546,Lý Thành Nam,10000000,VND,Mua sắm online,Internet Banking,Đang xử lý,do.thuy.viet90@yahoo.com,122.6.71.64,1cc7f2dcb0dba8eae1ffb3aaebcc489d,TP. Hồ Chí Minh,0914411999,0,2024-07-25,BATCH-1482
TXN-406657,044099912686,Đặng Phương Châu,9260149291,0811280252,9252587209979084,Đặng Thùy Tuấn,500000,VND,Chuyển khoản,POS,Thất bại,dang.phuong.chau250@outlook.com,72.176.229.16,e3dfae9a84db4d5f60dc46ca7c5b53e9,Hải Dương,0561617186,2000,2023-06-28,BATCH-2372
TXN-258144,034199923222,Phan Hữu Sơn,397749093879,0946137048,340582432632955,Trần Thành Sơn,100000000,VND,Mua sắm online,Internet Banking,Thất bại,phan.huu.son119@yahoo.com,103.201.253.199,bf30dc21cb2f5fd677a0a3c804a331ed,Kiên Giang,0861859943,0,2023-11-19,BATCH-9642
