emp_id,so_cccd,ho_ten_nv,d_entry,sdt_ca_nhan,personal_email,work_email,res_data,phong_ban,chuc_vu,m_val,stk_ngan_hang,ten_ngan_hang,t_code,ins_num,ngay_vao_lam,loai_hop_dong,noi_lam_viec,manager_id,created_at
EMP-741517,022286159124,Ngô Thị Mai,1986-10-02,0764965239,ngo.thi.mai856@gmail.com,ngo.thi.mai@fpt.com.vn,"221 Phạm Văn Đồng, Phường Bảo Vinh, TP. Long Khánh, Đồng Nai",Công nghệ thông tin,Trưởng nhóm,26500000,7321829140804,Techcombank,022286159124,5103977116,2024-03-13,Thời vụ,Bắc Ninh,EMP-247007,2023-05-31
EMP-600166,014074378047,Vũ Quốc Quân,1974-02-20,0593828424,vu.quoc.quan907@hotmail.com,vu.quoc.quan@techcombank.com.vn,"464 Lê Lợi, Xã Gành Dầu, TP. Phú Quốc, Kiên Giang",Mua hàng,Trưởng nhóm,7000000,7577799464454,VietinBank,014074378047,9753459193,2011-09-20,Thời vụ,TP. Hồ Chí Minh,EMP-619953,2024-03-16
EMP-824174,067099829967,Nguyễn Thùy Uyên,1999-01-16,0396141915,nguyen.thuy.uyen247@gmail.com,nguyen.thuy.uyen@vingroup.net,"15 Hoàng Văn Thụ, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",Pháp lý,Nhân viên,39500000,42628573405,Techcombank,067099829967,7983276787,2019-01-17,Chính thức,Bắc Ninh,EMP-843118,2022-11-21
EMP-165827,024061040793,Hoàng Quốc Toàn,1961-05-02,0785668014,hoang.quoc.toan744@yahoo.com,hoang.quoc.toan@vnpt.vn,"417 Võ Thị Sáu, Xã Diễn Thịnh, Huyện Diễn Châu, Nghệ An",Pháp lý,Phó giám đốc,29500000,516680739650462,TPBank,024061040793,6789591063,2019-11-27,Thử việc,Nghệ An,EMP-822219,2023-10-06
EMP-603731,045389734006,Phan Văn Linh,1989-10-13,0788514484,phan.van.linh606@outlook.com,phan.van.linh@fpt.com.vn,"258 Hai Bà Trưng, Xã Diễn Hồng, Huyện Diễn Châu, Nghệ An",Tài chính - Kế toán,Phó giám đốc,12000000,494546324152,TPBank,045389734006,2252985610,2023-03-04,Thời vụ,An Giang,EMP-276755,2023-01-17
EMP-356515,001294430064,Đỗ Trung Quân,1994-04-01,0709792131,do.trung.quan452@hotmail.com,do.trung.quan@techcombank.com.vn,"341 Cách Mạng Tháng 8, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Kỹ thuật,Trưởng nhóm,3500000,0273935752274116,Techcombank,001294430064,8548977464,2015-04-06,Thời vụ,Nghệ An,EMP-700810,2022-10-18
EMP-223001,040362190633,Nguyễn Thanh Toàn,1962-07-15,0931399286,nguyen.thanh.toan18@protonmail.com,nguyen.thanh.toan@masan.com.vn,"394 Hoàng Văn Thụ, Phường Núi Sam, TP. Châu Đốc, An Giang",Nhân sự,Giám đốc,18000000,72231564767,Vietcombank,040362190633,4678633478,2024-05-06,Thử việc,Hưng Yên,EMP-870127,2022-11-10
EMP-301932,058095139274,Bùi Bảo An,1995-03-26,0835525959,bui.bao.an972@protonmail.com,bui.bao.an@vnpt.vn,"113 Trường Chinh, Xã Long Châu, Huyện Yên Phong, Bắc Ninh",Kinh doanh,Phó giám đốc,47500000,9931805755,BIDV,058095139274,8064662361,2010-06-14,Chính thức,Hà Nội,EMP-101433,2022-02-05
EMP-409664,083168796384,Đặng Hữu Phúc,1968-01-23,0387933271,dang.huu.phuc28@protonmail.com,dang.huu.phuc@vnpt.vn,"388 Hoàng Văn Thụ, Phường Thắng Lợi, TP. Sông Công, Thái Nguyên",Kỹ thuật,Trưởng nhóm,47000000,8363178933370,VietinBank,083168796384,4348114065,2016-04-18,Cộng tác viên,Thanh Hóa,EMP-597742,2024-01-31
EMP-688257,025288098684,Ngô Quốc Thảo,1988-02-07,0395814083,ngo.quoc.thao576@outlook.com,ngo.quoc.thao@viettel.com.vn,"55 Hoàng Diệu, Phường Cộng Hòa, TP. Chí Linh, Hải Dương",Kỹ thuật,Thực tập sinh,9000000,9690222750304492,VietinBank,025288098684,5932690726,2017-07-10,Thử việc,Thừa Thiên Huế,EMP-298029,2023-05-20
EMP-726120,084088452987,Phan Thùy Quân,1988-11-10,0799608110,phan.thuy.quan103@outlook.com,phan.thuy.quan@fpt.com.vn,"207 Trường Chinh, Phường 4, Quận Tân Bình, TP. Hồ Chí Minh",Chăm sóc khách hàng,Phó giám đốc,40500000,6713918637,MB Bank,084088452987,1737448802,2010-04-16,Cộng tác viên,Đồng Nai,EMP-482917,2024-04-10
EMP-592609,067389881713,Phạm Thành Nam,1989-09-09,0357650063,pham.thanh.nam25@gmail.com,pham.thanh.nam@masan.com.vn,"190 Điện Biên Phủ, Phường Trung Sơn, TP. Sầm Sơn, Thanh Hóa",Tài chính - Kế toán,Chuyên viên,23000000,189179868734094,BIDV,067389881713,5750985333,2024-04-16,Cộng tác viên,Bắc Ninh,EMP-976600,2024-02-15
EMP-558059,058280378251,Phạm Quốc Nga,1980-02-24,0848071167,pham.quoc.nga592@yahoo.com,pham.quoc.nga@vingroup.net,"489 Nam Kỳ Khởi Nghĩa, Xã Diễn Thành, Huyện Diễn Châu, Nghệ An",Vận hành,Trưởng phòng,15500000,8696187924826,Agribank,058280378251,6439055405,2022-04-05,Thời vụ,Hà Nội,EMP-964446,2023-09-29
EMP-240753,067195558965,Dương Thị Nam,1995-04-22,0971630247,duong.thi.nam659@outlook.com,duong.thi.nam@fpt.com.vn,"29 Hoàng Văn Thụ, Xã Hương Toàn, TX. Hương Trà, Thừa Thiên Huế",Marketing,Trưởng phòng,20500000,4637108123901,ACB,067195558965,4699151619,2020-12-12,Thử việc,Thái Nguyên,EMP-641732,2022-12-31
EMP-147253,001397580431,Dương Thanh Dũng,1997-12-11,0921212541,duong.thanh.dung262@gmail.com,duong.thanh.dung@viettel.com.vn,"72 Nguyễn Trãi, Phường Túc Duyên, TP. Thái Nguyên, Thái Nguyên",Marketing,Chuyên viên,26000000,7574250343959,Vietcombank,001397580431,1820369438,2021-06-10,Thử việc,Nghệ An,EMP-916170,2024-06-27
EMP-541186,084075425914,Trần Đức Long,1975-05-06,0938540001,tran.duc.long910@outlook.com,tran.duc.long@vingroup.net,"430 Võ Thị Sáu, Xã Đồi 61, Huyện Trảng Bom, Đồng Nai",Mua hàng,Phó giám đốc,22500000,11934810677,Techcombank,084075425914,5107324979,2017-04-21,Cộng tác viên,Đồng Nai,EMP-748181,2024-09-30
EMP-611214,031392750671,Phan Hữu Uyên,1992-04-03,0936795316,phan.huu.uyen136@gmail.com,phan.huu.uyen@viettel.com.vn,"159 Cách Mạng Tháng 8, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",Vận hành,Nhân viên,34500000,0603313340,Agribank,031392750671,7792040453,2014-06-15,Chính thức,Thừa Thiên Huế,EMP-505478,2023-06-23
EMP-529466,010103215672,Lý Trung Lan,2003-04-12,0895173182,ly.trung.lan614@yahoo.com,ly.trung.lan@techcombank.com.vn,"143 Nguyễn Trãi, Phường Núi Sam, TP. Châu Đốc, An Giang",Vận hành,Giám đốc,20000000,950040051,Agribank,010103215672,7735457278,2013-06-24,Cộng tác viên,Đà Nẵng,EMP-762178,2022-04-19
EMP-689118,070295892049,Ngô Quốc Sơn,1995-10-13,0962014915,ngo.quoc.son161@outlook.com,ngo.quoc.son@vnpt.vn,"82 Phạm Văn Đồng, Phường Mỹ Xuyên, TP. Long Xuyên, An Giang",Pháp lý,Trưởng phòng,17500000,5291338026331,VietinBank,070295892049,8404811756,2023-06-15,Chính thức,Hải Dương,EMP-735360,2023-08-05
EMP-704023,040193347864,Vũ Thị Hà,1993-04-18,0818380103,vu.thi.ha981@yahoo.com,vu.thi.ha@viettel.com.vn,"43 Hai Bà Trưng, Phường 25, Quận Bình Thạnh, TP. Hồ Chí Minh",Kỹ thuật,Nhân viên,46000000,709455013941932,Vietcombank,040193347864,5173953908,2018-03-29,Cộng tác viên,Thừa Thiên Huế,EMP-578044,2023-08-28
EMP-646672,064069997599,Huỳnh Phương Yến,1969-12-06,0976143642,huynh.phuong.yen262@outlook.com,huynh.phuong.yen@techcombank.com.vn,"140 Trường Chinh, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Nhân sự,Trưởng nhóm,38000000,709355027,VPBank,064069997599,3989631148,2010-07-25,Thời vụ,Ninh Bình,EMP-630213,2024-05-13
EMP-570939,052381495142,Vũ Thanh Long,1981-03-21,0864592727,vu.thanh.long703@hotmail.com,vu.thanh.long@techcombank.com.vn,"155 Đinh Tiên Hoàng, Phường Lê Mao, TP. Vinh, Nghệ An",Nhân sự,Thực tập sinh,36500000,8124530826,VietinBank,052381495142,7160546679,2013-02-03,Thử việc,Thanh Hóa,EMP-288462,2022-02-18
EMP-759903,066087486787,Dương Xuân Hùng,1987-11-25,0789996408,duong.xuan.hung565@outlook.com,duong.xuan.hung@fpt.com.vn,"75 Phan Đình Phùng, Phường Nghi Hòa, TX. Cửa Lò, Nghệ An",Mua hàng,Phó phòng,35000000,961470959793486,TPBank,066087486787,6113757002,2013-09-14,Chính thức,Ninh Bình,EMP-356212,2023-02-14
EMP-222847,022293654404,Đặng Phương Nga,1993-04-23,0897526606,dang.phuong.nga130@gmail.com,dang.phuong.nga@techcombank.com.vn,"136 Lê Lợi, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Vận hành,Nhân viên,18000000,718483116260883,TPBank,022293654404,6608775685,2020-03-26,Thời vụ,Hải Phòng,EMP-134975,2022-06-18
EMP-402773,058097661115,Phan Ngọc Hùng,1997-04-14,0786420089,phan.ngoc.hung672@hotmail.com,phan.ngoc.hung@viettel.com.vn,"458 Võ Thị Sáu, Phường Hòa Hiệp Bắc, Quận Liên Chiểu, Đà Nẵng",Marketing,Trưởng phòng,8000000,02769469980543,MB Bank,058097661115,7481993928,2022-05-20,Cộng tác viên,TP. Hồ Chí Minh,EMP-849383,2023-10-19
EMP-249605,040077164236,Bùi Hữu Nga,1977-09-15,0973461436,bui.huu.nga309@gmail.com,bui.huu.nga@vingroup.net,"113 Hai Bà Trưng, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh",Marketing,Thực tập sinh,10000000,263176055,MB Bank,040077164236,4102281002,2021-06-02,Cộng tác viên,Đồng Nai,EMP-100890,2024-04-20
EMP-352616,024079303965,Hoàng Quốc An,1979-04-10,0331419119,hoang.quoc.an164@gmail.com,hoang.quoc.an@vnpt.vn,"355 Hai Bà Trưng, Phường 4, Quận Tân Bình, TP. Hồ Chí Minh",Chăm sóc khách hàng,Phó giám đốc,30500000,179219057,VPBank,024079303965,7884278812,2023-08-16,Cộng tác viên,Hà Nội,EMP-576650,2023-07-08
EMP-310586,094266897004,Huỳnh Thị Sơn,1966-02-20,0939048392,huynh.thi.son386@gmail.com,huynh.thi.son@fpt.com.vn,"178 Nguyễn Trãi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",Chăm sóc khách hàng,Trưởng phòng,44000000,14399960139870,Techcombank,094266897004,8562813935,2010-01-01,Thử việc,Hưng Yên,EMP-936453,2024-04-09
EMP-475315,011300601706,Lê Bảo Việt,2000-06-14,0373327481,le.bao.viet704@gmail.com,le.bao.viet@viettel.com.vn,"239 Nguyễn Trãi, Xã Mỹ Đức, Huyện Châu Phú, An Giang",Kinh doanh,Giám đốc,17500000,0186125821,VietinBank,011300601706,2126717683,2014-11-02,Cộng tác viên,Bắc Ninh,EMP-777789,2023-08-25
EMP-970724,079182598075,Bùi Thanh Yến,1982-07-08,0903292567,bui.thanh.yen635@outlook.com,bui.thanh.yen@vnpt.vn,"176 Phạm Văn Đồng, Phường Sao Đỏ, TP. Chí Linh, Hải Dương",Vận hành,Giám đốc,49500000,3790657288868,TPBank,079182598075,1909916164,2012-11-01,Thời vụ,Cần Thơ,EMP-638134,2022-11-23
EMP-461564,052083492990,Nguyễn Anh Xuân,1983-02-09,0333551921,nguyen.anh.xuan766@hotmail.com,nguyen.anh.xuan@vnpt.vn,"381 Đinh Tiên Hoàng, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng",Công nghệ thông tin,Trưởng phòng,49000000,8411244536250869,Agribank,052083492990,8437029654,2015-06-17,Cộng tác viên,Hà Nội,EMP-944878,2024-09-02
EMP-972114,096193001693,Phan Ngọc Bình,1993-08-16,0709558996,phan.ngoc.binh283@protonmail.com,phan.ngoc.binh@viettel.com.vn,"392 Hoàng Văn Thụ, Phường Thắng Lợi, TP. Sông Công, Thái Nguyên",Pháp lý,Trưởng phòng,10500000,511118762867,ACB,096193001693,8904671050,2017-06-15,Thử việc,Hà Nội,EMP-662141,2022-09-04
EMP-939115,038260184198,Trần Thanh Tuấn,1960-06-05,0582462356,tran.thanh.tuan956@hotmail.com,tran.thanh.tuan@vingroup.net,"143 Trường Chinh, Phường Phú Hội, TP. Huế, Thừa Thiên Huế",Chăm sóc khách hàng,Trưởng nhóm,27500000,75589557795,TPBank,038260184198,3117858452,2018-07-01,Thử việc,Hưng Yên,EMP-116910,2023-06-13
EMP-274794,049279810095,Trần Minh Hà,1979-06-01,0353127618,tran.minh.ha430@gmail.com,tran.minh.ha@techcombank.com.vn,"356 Phan Đình Phùng, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Chăm sóc khách hàng,Thực tập sinh,6500000,371578517310261,Agribank,049279810095,6435868158,2013-07-26,Thử việc,Đồng Nai,EMP-679444,2022-04-11
EMP-696921,056379162777,Trần Quốc Sơn,1979-05-04,0382424319,tran.quoc.son907@yahoo.com,tran.quoc.son@vingroup.net,"161 Trần Phú, Xã Mỹ Đức, Huyện Châu Phú, An Giang",Chăm sóc khách hàng,Giám đốc,40000000,80890276774643,Agribank,056379162777,6995541811,2020-09-28,Thời vụ,Nghệ An,EMP-932227,2024-10-31
EMP-667393,037383462687,Vũ Thanh Yến,1983-12-13,0921113984,vu.thanh.yen378@yahoo.com,vu.thanh.yen@vingroup.net,"87 Bà Triệu, Phường Cải Đan, TP. Sông Công, Thái Nguyên",Marketing,Trưởng phòng,3000000,34808193142,MB Bank,037383462687,6460839231,2024-08-28,Chính thức,Thái Nguyên,EMP-596107,2023-05-04
EMP-129293,037080595876,Nguyễn Văn Việt,1980-02-27,0701272035,nguyen.van.viet110@yahoo.com,nguyen.van.viet@vingroup.net,"449 Lê Văn Sỹ, Phường Tân An, Quận Ninh Kiều, Cần Thơ",Marketing,Nhân viên,39500000,8128472609590,TPBank,037080595876,2337771277,2011-01-05,Cộng tác viên,Đà Nẵng,EMP-681363,2024-11-26
EMP-940382,022087751388,Bùi Hữu Dũng,1987-03-03,0922755259,bui.huu.dung47@protonmail.com,bui.huu.dung@viettel.com.vn,"213 Hai Bà Trưng, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",Chăm sóc khách hàng,Giám đốc,3500000,3511519109861193,Vietcombank,022087751388,8216014733,2017-12-06,Cộng tác viên,Hưng Yên,EMP-173570,2022-08-24
EMP-679211,058182900859,Huỳnh Văn An,1982-05-17,0784272576,huynh.van.an289@yahoo.com,huynh.van.an@vingroup.net,"449 Nguyễn Trãi, Phường An Phú, Huyện Thuận An, Bình Dương",Pháp lý,Trưởng phòng,28500000,3181567109923,Sacombank,058182900859,3572459275,2015-10-05,Cộng tác viên,Bắc Ninh,EMP-868301,2023-06-23
EMP-702262,046200503025,Phạm Hữu Nga,2000-11-03,0905975962,pham.huu.nga667@protonmail.com,pham.huu.nga@viettel.com.vn,"138 Bà Triệu, Phường Thanh Bình, TP. Hải Dương, Hải Dương",Kinh doanh,Phó phòng,13500000,2126740624817670,Sacombank,046200503025,3825363773,2021-08-07,Thử việc,An Giang,EMP-960406,2022-03-06
EMP-993875,012369541471,Lê Hữu Nga,1969-03-31,0396215943,le.huu.nga562@protonmail.com,le.huu.nga@mbbank.com.vn,"148 Đinh Tiên Hoàng, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Marketing,Giám đốc,11500000,892955060480,TPBank,012369541471,1603223226,2011-10-11,Cộng tác viên,Đà Nẵng,EMP-977935,2022-09-14
EMP-335838,035399858758,Hồ Xuân Xuân,1999-06-08,0569779288,ho.xuan.xuan783@protonmail.com,ho.xuan.xuan@fpt.com.vn,"200 Lê Văn Sỹ, Phường Hồng Gai, TP. Hạ Long, Quảng Ninh",Pháp lý,Phó phòng,22000000,28288590949,ACB,035399858758,4431315930,2018-06-07,Cộng tác viên,Hà Nội,EMP-641827,2022-05-14
EMP-624882,062082450594,Hoàng Xuân Hùng,1982-09-12,0586814237,hoang.xuan.hung171@outlook.com,hoang.xuan.hung@vingroup.net,"224 Võ Thị Sáu, Phường An Phú, Huyện Thuận An, Bình Dương",Nhân sự,Phó giám đốc,32500000,8373781592097862,Vietcombank,062082450594,2590496713,2015-04-04,Cộng tác viên,Hải Dương,EMP-168588,2024-07-26
EMP-504658,024264808689,Nguyễn Văn Hùng,1964-01-30,0812537887,nguyen.van.hung435@outlook.com,nguyen.van.hung@fpt.com.vn,"91 Hoàng Diệu, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",Công nghệ thông tin,Thực tập sinh,16000000,4184203503598369,MB Bank,024264808689,7262432314,2022-08-17,Cộng tác viên,Bắc Ninh,EMP-489368,2022-12-08
EMP-710035,046063913199,Bùi Hữu Hà,1963-12-26,0976625071,bui.huu.ha972@hotmail.com,bui.huu.ha@vnpt.vn,"372 Nguyễn Văn Cừ, Phường Cộng Hòa, TP. Chí Linh, Hải Dương",Mua hàng,Chuyên viên,5000000,5961298154455555,Sacombank,046063913199,1734216740,2017-11-20,Thử việc,Hải Dương,EMP-122494,2023-11-26
EMP-991758,045102776984,Nguyễn Bảo Sơn,2002-03-01,0965831967,nguyen.bao.son503@outlook.com,nguyen.bao.son@mbbank.com.vn,"415 Lê Văn Sỹ, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",Tài chính - Kế toán,Thực tập sinh,45500000,421132257884427,Vietcombank,045102776984,3063671849,2021-10-23,Thời vụ,Đồng Nai,EMP-590677,2024-06-12
EMP-831267,004070278574,Hoàng Phương Dũng,1970-08-20,0593826800,hoang.phuong.dung354@hotmail.com,hoang.phuong.dung@vnpt.vn,"246 Nam Kỳ Khởi Nghĩa, Phường Núi Sam, TP. Châu Đốc, An Giang",Vận hành,Nhân viên,26000000,054018661787,VPBank,004070278574,8418484948,2013-12-14,Thử việc,Nghệ An,EMP-214679,2023-10-07
EMP-103038,064388131614,Huỳnh Quốc Hà,1988-10-03,0945617706,huynh.quoc.ha785@yahoo.com,huynh.quoc.ha@fpt.com.vn,"47 Điện Biên Phủ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",Mua hàng,Chuyên viên,23000000,2610812411881,TPBank,064388131614,4833384812,2020-06-29,Thử việc,Đà Nẵng,EMP-689148,2022-07-14
EMP-589944,026080685206,Phan Xuân Giang,1980-03-24,0941785675,phan.xuan.giang432@outlook.com,phan.xuan.giang@viettel.com.vn,"381 Hoàng Văn Thụ, Phường An Phú, Huyện Thuận An, Bình Dương",Nhân sự,Phó giám đốc,27500000,5808183552,Sacombank,026080685206,7691848878,2011-12-12,Cộng tác viên,Thanh Hóa,EMP-130346,2024-05-17
EMP-773383,083088852427,Phan Đức Long,1988-03-27,0569217877,phan.duc.long365@yahoo.com,phan.duc.long@fpt.com.vn,"300 Bà Triệu, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Chăm sóc khách hàng,Trưởng phòng,49500000,265396511,VPBank,083088852427,9817744109,2016-07-02,Chính thức,Bắc Ninh,EMP-421378,2024-02-01
EMP-959344,015372538553,Hồ Thành Thảo,1972-10-13,0778366059,ho.thanh.thao70@protonmail.com,ho.thanh.thao@fpt.com.vn,"446 Nguyễn Văn Cừ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Vận hành,Trưởng nhóm,10500000,9643308774723498,VPBank,015372538553,6129470366,2023-01-07,Cộng tác viên,Ninh Bình,EMP-336022,2023-01-20
EMP-592912,027185156893,Nguyễn Đức Thảo,1985-04-24,0906041407,nguyen.duc.thao519@protonmail.com,nguyen.duc.thao@masan.com.vn,"22 Trần Phú, Xã Bình Mỹ, Huyện Châu Phú, An Giang",Marketing,Thực tập sinh,10500000,3004970736542,VPBank,027185156893,1182837761,2015-08-29,Thử việc,Ninh Bình,EMP-502033,2023-07-30
EMP-962776,008277867131,Bùi Hữu Hùng,1977-03-08,0976996364,bui.huu.hung370@hotmail.com,bui.huu.hung@masan.com.vn,"95 Lê Lợi, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",Pháp lý,Phó phòng,8500000,0821345267,BIDV,008277867131,7935500811,2015-05-07,Thử việc,Cần Thơ,EMP-260547,2022-03-21
EMP-839409,020270734436,Huỳnh Thành Giang,1970-01-15,0382660577,huynh.thanh.giang920@outlook.com,huynh.thanh.giang@vingroup.net,"367 Tô Hiến Thành, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Mua hàng,Chuyên viên,12500000,0733815949883261,Vietcombank,020270734436,7328800139,2013-11-04,Thử việc,Nghệ An,EMP-411376,2022-03-22
EMP-153474,058268898936,Ngô Đức Giang,1968-03-26,0983366096,ngo.duc.giang765@yahoo.com,ngo.duc.giang@vnpt.vn,"471 Trần Phú, Xã Chỉ Đạo, Huyện Văn Lâm, Hưng Yên",Nhân sự,Trưởng phòng,21500000,14538902681481,TPBank,058268898936,5096685878,2022-06-23,Cộng tác viên,Thái Nguyên,EMP-725355,2024-06-07
EMP-993317,056195640374,Trần Văn Tuấn,1995-02-07,0983349129,tran.van.tuan332@protonmail.com,tran.van.tuan@viettel.com.vn,"91 Võ Thị Sáu, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Tài chính - Kế toán,Trưởng nhóm,21000000,445230383560538,Techcombank,056195640374,6132814944,2017-04-12,Chính thức,Thừa Thiên Huế,EMP-279408,2024-03-27
EMP-501930,025299274638,Đặng Xuân An,1999-07-27,0767935993,dang.xuan.an823@protonmail.com,dang.xuan.an@fpt.com.vn,"115 Phan Đình Phùng, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên",Công nghệ thông tin,Trưởng phòng,33500000,298062547960850,Vietcombank,025299274638,3771274004,2018-08-17,Thử việc,Kiên Giang,EMP-802419,2023-02-22
EMP-620651,025091325741,Hoàng Đức Nam,1991-03-09,0599328215,hoang.duc.nam676@gmail.com,hoang.duc.nam@viettel.com.vn,"419 Hoàng Diệu, Phường Hồng Gai, TP. Hạ Long, Quảng Ninh",Kinh doanh,Giám đốc,36500000,19281437263387,Sacombank,025091325741,6140555612,2018-06-07,Cộng tác viên,Hưng Yên,EMP-558871,2024-10-02
EMP-173252,089391904755,Nguyễn Quốc Quân,1991-11-29,0975440868,nguyen.quoc.quan408@outlook.com,nguyen.quoc.quan@masan.com.vn,"167 Lê Lợi, Xã Chỉ Đạo, Huyện Văn Lâm, Hưng Yên",Kinh doanh,Thực tập sinh,48500000,951481744504293,Techcombank,089391904755,1004057726,2012-10-18,Thời vụ,Thanh Hóa,EMP-593706,2022-08-03
EMP-906773,080091342111,Đỗ Hữu Mai,1991-10-14,0353306457,do.huu.mai55@gmail.com,do.huu.mai@viettel.com.vn,"449 Hoàng Văn Thụ, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Marketing,Phó giám đốc,37500000,32440855180,BIDV,080091342111,9211956671,2011-06-04,Thử việc,Hà Nội,EMP-472281,2024-03-11
EMP-665367,054261632077,Vũ Hữu Quân,1961-11-17,0792020644,vu.huu.quan27@gmail.com,vu.huu.quan@vnpt.vn,"415 Lê Văn Sỹ, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Mua hàng,Giám đốc,44000000,613851084430692,MB Bank,054261632077,4350179821,2022-03-20,Thời vụ,Hưng Yên,EMP-405361,2024-04-23
EMP-721866,082096638656,Phan Văn Long,1996-02-03,0338070476,phan.van.long565@yahoo.com,phan.van.long@viettel.com.vn,"263 Cách Mạng Tháng 8, Phường Thu Thủy, TX. Cửa Lò, Nghệ An",Vận hành,Trưởng phòng,7500000,7032444388979,TPBank,082096638656,4888862181,2021-03-12,Cộng tác viên,Bắc Ninh,EMP-221800,2024-09-26
EMP-927037,025182117339,Phạm Thành Hùng,1982-02-10,0705307842,pham.thanh.hung551@protonmail.com,pham.thanh.hung@masan.com.vn,"439 Nguyễn Trãi, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng",Công nghệ thông tin,Chuyên viên,32000000,357806935948005,VPBank,025182117339,9466881942,2015-10-27,Cộng tác viên,Ninh Bình,EMP-760324,2022-07-10
EMP-504562,075183239920,Bùi Đức Dũng,1983-10-21,0706039691,bui.duc.dung409@yahoo.com,bui.duc.dung@mbbank.com.vn,"248 Hoàng Diệu, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Tài chính - Kế toán,Trưởng nhóm,37500000,1119133464,TPBank,075183239920,2719314301,2019-04-18,Thời vụ,Quảng Ninh,EMP-921879,2022-01-11
EMP-616693,012165349887,Lý Thanh Nam,1965-12-30,0902117326,ly.thanh.nam883@protonmail.com,ly.thanh.nam@vingroup.net,"407 Cách Mạng Tháng 8, Xã Hương Toàn, TX. Hương Trà, Thừa Thiên Huế",Kinh doanh,Thực tập sinh,8000000,496809918943293,VietinBank,012165349887,5472559454,2021-08-06,Cộng tác viên,Nghệ An,EMP-333194,2022-01-07
EMP-376192,089182848302,Nguyễn Anh Hà,1982-02-12,0986187021,nguyen.anh.ha634@hotmail.com,nguyen.anh.ha@viettel.com.vn,"281 Trường Chinh, Phường Dị Sử, TX. Mỹ Hào, Hưng Yên",Mua hàng,Phó giám đốc,3500000,735662197122,BIDV,089182848302,1337917014,2020-04-25,Cộng tác viên,Đà Nẵng,EMP-248094,2024-12-27
EMP-804299,035369947386,Dương Minh Linh,1969-07-11,0389328508,duong.minh.linh80@yahoo.com,duong.minh.linh@masan.com.vn,"24 Bà Triệu, Phường Tây Sơn, TP. Tam Điệp, Ninh Bình",Mua hàng,Giám đốc,2500000,9395758374,Sacombank,035369947386,4149229703,2019-01-11,Thử việc,Ninh Bình,EMP-690061,2024-12-11
EMP-165316,004373923110,Đặng Văn Thảo,1973-01-23,0389477758,dang.van.thao163@yahoo.com,dang.van.thao@mbbank.com.vn,"446 Điện Biên Phủ, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",Tài chính - Kế toán,Phó phòng,15000000,5102934208538570,TPBank,004373923110,7650987387,2012-12-30,Thử việc,Quảng Ninh,EMP-553363,2022-12-11
EMP-713564,044372617901,Đỗ Trung Yến,1972-12-29,0911800853,do.trung.yen593@gmail.com,do.trung.yen@fpt.com.vn,"4 Hoàng Diệu, Phường Lái Thiêu, Huyện Thuận An, Bình Dương",Mua hàng,Chuyên viên,36000000,29617119803133,Techcombank,044372617901,6762367032,2020-10-19,Cộng tác viên,Bình Dương,EMP-103615,2024-05-28
EMP-171940,030166231274,Hoàng Bảo Hùng,1966-03-06,0388323096,hoang.bao.hung399@gmail.com,hoang.bao.hung@mbbank.com.vn,"402 Hoàng Diệu, Phường Trường Sơn, TP. Sầm Sơn, Thanh Hóa",Nhân sự,Nhân viên,17000000,3018611656,VPBank,030166231274,3916916877,2017-11-02,Cộng tác viên,Thừa Thiên Huế,EMP-556307,2024-08-26
EMP-903824,001195715920,Bùi Thành Tuấn,1995-09-18,0336762223,bui.thanh.tuan66@yahoo.com,bui.thanh.tuan@mbbank.com.vn,"184 Hoàng Diệu, Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh",Nhân sự,Trưởng nhóm,38000000,4579246370780789,Vietcombank,001195715920,9753105117,2015-07-26,Cộng tác viên,Đà Nẵng,EMP-389662,2024-10-17
